filename	utterance	'point_index	f0_value
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		11	255.34248836612932
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		12	284.12829630279913
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		13	298.6010242556341
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		14	292.0385260850588
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		15	263.59017329309313
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		16	250.0327233471007
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		17	235.15626702342186
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		18	210.36167521351481
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		19	206.68958396024735
ExpBase_Sp10_S4_Alt_F_U2.TextGrid	tum lari  becho gi ya gari		20	--undefined--
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		1	--undefined--
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		2	259.3850987865095
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		3	264.05891430145846
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		4	255.2945074582796
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		5	260.73815673374025
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		6	243.99292338723282
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		7	236.95998747565014
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		8	233.13637185148963
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		9	246.93700688275445
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		10	224.64746452153494
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		11	249.60645736438025
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		12	239.4541111342273
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		13	--undefined--
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		14	304.96047023257194
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		15	315.7254357891988
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		16	303.8978105063799
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		17	317.48241661571495
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		18	301.3501769259877
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		19	297.9525080833627
ExpBase_Sp10_S4_Polar_F_U1.TextGrid	tum gari  becho gi		20	283.99086562263676
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		1	--undefined--
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		2	256.37631322328735
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		3	271.32925446740165
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		4	276.78868356584957
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		5	253.9247831591009
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		6	238.8944252981283
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		7	228.7945499201532
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		8	216.66872676002166
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		9	238.50260425897181
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		10	212.34662920027557
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		11	233.99028650312127
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		12	220.6103097589418
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		13	--undefined--
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		14	284.3208702679056
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		15	303.7233895784657
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		16	289.9089275408516
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		17	310.33714986157906
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		18	305.8410502191572
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		19	303.59293871405157
ExpBase_Sp10_S4_Polar_F_U2.TextGrid	tum gari  becho gi		20	--undefined--
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		1	--undefined--
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		2	265.6404954489245
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		3	269.3808594279176
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		4	249.80833216094837
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		5	240.9273624466698
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		6	246.1843352313843
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		7	256.6924634611826
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		8	228.86479310472217
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		9	215.827361357422
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		10	231.26658220814642
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		11	233.29899022442964
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		12	254.96478351418637
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		13	276.6450390934261
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		14	274.2222403938924
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		15	--undefined--
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		16	228.93071725036913
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		17	--undefined--
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		18	206.89228853345634
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		19	206.1873089771067
ExpBase_Sp10_S5_Alt_F_U1.TextGrid	tum ghori mango gi ya khoti		20	--undefined--
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		1	--undefined--
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		2	280.00690699970806
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		3	291.5704216939134
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		4	271.8714662964942
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		5	249.10546884549095
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		6	235.87621745736612
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		7	259.7103764058792
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		8	267.6016242460373
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		9	250.34006561902265
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		10	250.3731364963117
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		11	242.41122075165842
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		12	267.0219149652886
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		13	298.4599943864776
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		14	324.5865465792056
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		15	--undefined--
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		16	242.56871489506196
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		17	--undefined--
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		18	121.71154088139151
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		19	107.89861923905273
ExpBase_Sp10_S5_Alt_F_U2.TextGrid	tum ghori mango gi ya khoti		20	--undefined--
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		1	--undefined--
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		2	261.4593354540851
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		3	270.5838659476945
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		4	244.3182392517006
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		5	251.61933354987687
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		6	246.3309888399422
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		7	225.02063436903677
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		8	242.44772862179988
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		9	245.65357476186045
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		10	247.65370716022983
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		11	220.30672898461077
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		12	213.1504882645817
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		13	221.8891654959311
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		14	257.10402119488936
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		15	300.8310555096018
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		16	295.5317459473112
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		17	312.789153628554
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		18	292.01131872547194
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		19	290.6894301725346
ExpBase_Sp10_S5_Polar_F_U1.TextGrid	tum ghori mango gi		20	--undefined--
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		1	308.87949572321406
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		2	281.4450983235096
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		3	287.6107982759377
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		4	274.81190504227413
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		5	261.65062155716123
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		6	248.50833027352263
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		7	228.58025568436304
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		8	229.05375729877133
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		9	246.4468815449703
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		10	238.2023041097725
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		11	218.84216688986504
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		12	215.20009599887067
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		13	223.92040781471795
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		14	262.0180638440034
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		15	290.1789444417879
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		16	--undefined--
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		17	306.8762199683087
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		18	295.13592869496887
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		19	289.16259179724364
ExpBase_Sp10_S5_Polar_F_U2.TextGrid	tum ghori mango gi 		20	--undefined--
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		1	--undefined--
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		2	269.3378569745562
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		3	254.32663983550722
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		4	246.81542154237212
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		5	222.61624557753575
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		6	270.53766812747074
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		7	--undefined--
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		8	260.2070666023685
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		9	245.07082147600366
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		10	233.23988769307323
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		11	245.22402821790126
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		12	278.19493487342544
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		13	292.8017584520983
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		14	246.6920408599263
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		15	240.47601235777776
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		16	219.86748662324095
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		17	--undefined--
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		18	210.73168366972976
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		19	205.24208764455452
ExpBase_Sp10_S6_Alt_F_U1.TextGrid	tum roti  khao gi ya boti		20	--undefined--
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		1	--undefined--
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		2	270.20129719188543
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		3	271.452787583674
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		4	255.16773088272322
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		5	220.42699144218764
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		6	267.2194595800306
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		7	--undefined--
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		8	264.68681109432197
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		9	232.08758505647296
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		10	236.96525779633834
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		11	224.39714937449926
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		12	260.2349885786591
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		13	276.28041770341133
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		14	252.28562554776022
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		15	248.90618595153
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		16	232.61663540937562
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		17	--undefined--
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		18	211.45869859730672
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		19	200.04550308369562
ExpBase_Sp10_S6_Alt_F_U2.TextGrid	tum roti  khao gi ya boti		20	--undefined--
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		1	--undefined--
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		2	273.88675890507017
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		3	283.0547250901508
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		4	258.55310579669776
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		5	261.43933667650947
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		6	240.81732116676213
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		7	217.82576409334496
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		8	267.9043261137119
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		9	262.2690466754582
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		10	--undefined--
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		11	--undefined--
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		12	251.92314951381107
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		13	226.35056835813018
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		14	231.217150021426
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		15	254.66031616064998
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		16	259.9934436752875
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		17	298.8554247959301
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		18	292.1111029417079
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		19	297.646349693833
ExpBase_Sp10_S6_Polar_F_U1.TextGrid	tum roti  khao gi		20	--undefined--
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		1	--undefined--
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		2	268.43043315597635
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		3	277.597274567989
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		4	276.75855887668513
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		5	260.53125783847287
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		6	236.39304060917658
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		7	210.9847278996756
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		8	253.07014886410084
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		9	243.59517952631336
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		10	--undefined--
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		11	--undefined--
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		12	227.76602763843476
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		13	228.05293027996362
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		14	253.10550535348574
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		15	261.0691731810079
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		16	288.78851562907727
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		17	300.7190938105708
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		18	298.36366955739635
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		19	285.2887075790053
ExpBase_Sp10_S6_Polar_F_U2.TextGrid	tum roti  khao gi		20	--undefined--
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		1	--undefined--
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		2	270.8880210896805
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		3	260.3362685403674
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		4	244.69782033270965
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		5	231.53886348414392
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		6	249.3939812941327
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		7	235.19384343769025
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		8	251.35656918578687
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		9	--undefined--
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		10	244.8903455313984
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		11	259.0976921021925
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		12	276.4653668172681
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		13	287.3898037680276
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		14	294.99912970288136
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		15	--undefined--
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		16	249.32026036122886
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		17	224.16911451229657
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		18	208.3126751924481
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		19	205.7989513195172
ExpBase_Sp10_S7_Alt_F_U1.TextGrid	tum bali  dekho gi ya chori		20	--undefined--
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		1	--undefined--
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		2	294.78352024073047
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		3	268.8338727651228
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		4	258.6269247065279
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		5	234.7223720136773
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		6	252.69118069200553
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		7	247.51930325078482
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		8	265.47383769902314
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		9	--undefined--
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		10	--undefined--
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		11	267.6966667669478
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		12	264.4227794570903
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		13	292.52559452696
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		14	309.30209135959944
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		15	--undefined--
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		16	284.41742458023475
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		17	270.63663594474724
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		18	237.6411680058819
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		19	211.3574357651991
ExpBase_Sp10_S7_Alt_F_U2.TextGrid	tum bali  dekho gi ya chori		20	--undefined--
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		1	--undefined--
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		2	255.9553192033862
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		3	261.49097720278536
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		4	264.43492607739364
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		5	245.1351071767535
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		6	242.9482314129513
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		7	233.54714307111877
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		8	223.1784493142264
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		9	224.24717121268833
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		10	239.02351336265966
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		11	240.90929781345028
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		12	216.99655230861393
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		13	230.97529480783072
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		14	223.5694009501987
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		15	--undefined--
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		16	--undefined--
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		17	287.029914042572
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		18	297.99177841112936
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		19	278.1632220680399
ExpBase_Sp10_S7_Polar_F_U1.TextGrid	tum bali  dekho gi		20	301.10929052748736
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		1	--undefined--
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		2	276.0377338474935
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		3	279.7062982766656
ExpBase_Sp10_S7_Polar_F_U2.TextGrid	tum bali  dekho gi		4	254.26017833126798
