name;type;content;autoplay
<MM_T3_T5_5d_dat_Schwager_Tante>;audio;<MM_T3_T5_5d_dat_Schwager_Tante.wav>;FALSE
<MM_T3_T5_5e_gen_Gärtner_Oma>;audio;<MM_T3_T5_5e_gen_Gärtner_Oma.wav>;FALSE
<MM_T3_T5_5f_dat_Partner_Freundin>;audio;<MM_T3_T5_5f_dat_Partner_Freundin.wav>;FALSE
<MM_T3_T5_5g_gen_Diener_Gräfin>;audio;<MM_T3_T5_5g_gen_Diener_Gräfin.wav>;FALSE
<MM_T3_T5_5h_dat_Lehrer_Schwäbin>;audio;<MM_T3_T5_5h_dat_Lehrer_Schwäbin.wav>;FALSE
<MM_T3_T5_5i_gen_Rabe_Heldin>;audio;<MM_T3_T5_5i_gen_Rabe_Heldin.wav>;FALSE
<MS_T3_T5_3a_dat_Anwalt_Diva>;audio;<MS_T3_T5_3a_dat_Anwalt_Diva.wav>;FALSE
<MS_T3_T5_3b_gen_Fahrer_Dame>;audio;<MS_T3_T5_3b_gen_Fahrer_Dame.wav>;FALSE
<MS_T3_T5_3c_dat_Onkel_Nonne>;audio;<MS_T3_T5_3c_dat_Onkel_Nonne.wav>;FALSE
<MS_T3_T5_3d_gen_Schwager_Tante>;audio;<MS_T3_T5_3d_gen_Schwager_Tante.wav>;FALSE
<MS_T3_T5_3e_dat_Gärtner_Oma>;audio;<MS_T3_T5_3e_dat_Gärtner_Oma.wav>;FALSE
<MS_T3_T5_3f_gen_Partner_Freundin>;audio;<MS_T3_T5_3f_gen_Partner_Freundin.wav>;FALSE
<MS_T3_T5_3g_dat_Diener_Gräfin>;audio;<MS_T3_T5_3g_dat_Diener_Gräfin.wav>;FALSE
<MS_T3_T5_3h_gen_Lehrer_Schwäbin>;audio;<MS_T3_T5_3h_gen_Lehrer_Schwäbin.wav>;FALSE
<MS_T3_T5_3i_dat_Rabe_Heldin>;audio;<MS_T3_T5_3i_dat_Rabe_Heldin.wav>;FALSE
<MS_T3_T5_5a_gen_Anwalt_Diva>;audio;<MS_T3_T5_5a_gen_Anwalt_Diva.wav>;FALSE
<MS_T3_T5_5b_dat_Fahrer_Dame>;audio;<MS_T3_T5_5b_dat_Fahrer_Dame.wav>;FALSE
<MS_T3_T5_5c_gen_Onkel_Nonne>;audio;<MS_T3_T5_5c_gen_Onkel_Nonne.wav>;FALSE
